DEEP_UND,STIM_INT,TECH_EFF,ACC_SUP,EFFORT,GRAD_STAND,RECC,RESP,FULL_NAME
5.0,4.91,4.36,4.64,4.36,4.18,4.55,11,AEM 4247
6.0,6.0,5.67,5.67,5.67,6.0,5.33,3,AEM 4253
5.5,5.22,5.25,5.11,4.22,4.78,5.33,9,AEM 4253
5.61,5.36,5.15,5.21,5.14,5.18,5.14,28,AEM 4301
4.82,4.21,4.5,4.15,2.55,4.18,3.58,33,AEM 4301
5.69,5.69,5.73,5.73,5.81,5.81,5.75,16,AEM 4302
5.92,5.92,5.75,5.82,5.67,5.58,5.83,12,AEM 4302
5.29,4.43,4.86,4.57,4.57,4.57,4.29,7,AEM 4321
5.14,5.0,5.0,5.14,4.14,4.86,4.86,7,AEM 4321
5.27,5.05,5.0,5.14,4.77,4.36,5.29,23,AEM 4331
5.31,5.18,5.21,5.09,5.12,4.85,5.3,33,AEM 4331
5.3,5.18,4.5,5.45,5.0,4.36,5.27,11,AEM 4333
5.27,5.46,5.06,5.45,5.23,4.58,5.27,26,AEM 4333
5.31,5.44,4.94,5.44,4.31,4.25,5.19,16,AEM 4490
5.36,4.54,5.26,5.0,4.52,4.86,4.71,28,AEM 4501
5.24,4.89,5.24,5.16,5.11,5.31,5.06,37,AEM 4501
5.73,5.36,5.45,5.73,5.82,5.82,5.73,11,AEM 4502
5.39,4.94,5.0,5.31,5.55,5.29,5.23,31,AEM 4511
4.93,4.43,4.73,4.87,5.4,5.13,4.77,30,AEM 4511
5.67,5.5,4.8,5.33,5.5,4.17,5.5,6,AEM 4581
4.95,4.59,4.86,4.91,5.32,5.18,5.09,22,AEM 4601
5.13,4.67,5.1,5.45,5.29,5.2,5.19,31,AEM 4601
5.67,5.89,4.22,5.67,5.44,5.33,5.78,9,AEM 5247
5.83,5.5,5.5,5.67,5.17,5.33,5.67,6,AEM 5253
5.67,5.17,5.0,5.5,4.83,4.17,5.0,6,AEM 5253
3.0,2.5,4.0,3.25,3.5,4.0,2.5,4,AEM 5321
3.33,2.33,3.33,4.33,2.67,3.33,2.33,3,AEM 5321
5.33,4.87,5.23,5.33,5.13,5.5,5.33,16,AEM 5401
5.46,5.0,5.69,5.83,5.36,5.86,5.36,14,AEM 5401
5.33,5.0,4.6,5.17,5.17,4.83,5.33,6,AEM 5451
5.58,5.54,5.5,5.67,5.33,5.17,5.67,13,AEM 5451
5.14,4.71,5.0,5.14,5.0,4.86,4.71,7,AEM 5501
5.88,5.75,5.25,5.75,5.5,5.38,5.63,8,AEM 5501
6.0,6.0,6.0,4.0,6.0,4.0,6.0,1,AEM 5581
5.63,5.5,5.38,5.63,5.88,5.75,5.63,9,AEM 8000
5.75,5.69,5.5,5.69,5.69,5.67,5.43,14,AEM 8000
5.0,5.33,5.6,5.6,5.25,5.6,5.67,6,AEM 8000
6.0,5.5,5.5,6.0,5.5,5.5,5.5,2,AEM 8201
5.57,5.43,5.86,5.83,5.86,5.71,5.43,7,AEM 8201
5.0,5.33,5.0,4.67,5.33,3.67,4.67,3,AEM 8202
6.0,5.33,6.0,6.0,6.0,6.0,5.33,3,AEM 8202
5.75,5.5,5.5,5.5,5.75,4.75,5.75,4,AEM 8203
4.8,4.2,4.7,3.89,4.3,4.0,4.1,10,AEM 8207
5.75,5.6,5.31,5.69,5.73,5.53,5.88,16,AEM 8211
6.0,4.0,6.0,6.0,6.0,6.0,6.0,1,AEM 8231
6.0,5.67,5.67,5.67,5.67,5.67,5.67,3,AEM 8231
6.0,6.0,5.4,5.8,5.6,5.6,5.8,5,AEM 8251
5.63,5.5,5.75,5.44,5.06,5.31,5.56,16,AEM 8253
5.67,5.33,5.33,5.67,5.67,5.67,5.67,4,AEM 8400
6.0,6.0,5.0,,,,6.0,1,AEM 8400
5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,AEM 8400
5.58,5.25,5.58,5.5,5.5,5.67,5.33,12,AEM 8411
5.5,5.75,5.5,5.75,5.5,5.75,5.75,4,AEM 8415
5.33,4.33,4.67,5.33,5.33,5.67,5.0,3,AEM 8421
6.0,5.89,5.78,5.89,5.89,6.0,6.0,9,AEM 8423
5.67,5.67,5.33,5.67,5.67,5.33,5.67,3,AEM 8442
5.77,5.62,5.77,5.46,5.5,5.58,5.77,13,AEM 8453
5.8,5.4,5.6,5.8,5.4,5.75,5.6,5,AEM 8490
5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,AEM 8500
5.71,6.0,5.86,5.86,5.83,5.86,5.86,7,AEM 8500
5.75,5.75,5.75,5.67,5.75,5.75,5.75,4,AEM 8500
5.33,5.67,4.0,6.0,6.0,5.33,6.0,3,AEM 8525
5.83,6.0,6.0,6.0,6.0,5.83,6.0,6,AEM 8531
5.2,5.1,5.7,5.5,5.5,5.7,5.4,10,AEM 8551
5.19,4.75,4.58,4.88,5.18,5.14,4.93,28,AEM 4303W
5.26,5.09,4.81,5.16,5.09,5.0,5.04,58,AEM 4303W
4.0,3.6,3.33,3.68,3.6,2.84,3.29,25,AEM 4602W
4.78,4.63,4.18,4.33,4.42,4.79,4.22,33,AEM 4602W
5.78,5.56,5.89,5.89,5.89,6.0,6.0,9,AFEE 1001
5.76,5.76,5.76,5.82,5.82,5.71,5.76,17,AFEE 1001
5.5,5.5,5.5,5.5,5.5,5.5,5.5,2,AFEE 2051
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,AFEE 2096
4.83,4.17,5.0,5.0,4.5,5.17,5.0,6,AFEE 2096
5.67,5.67,5.67,5.67,6.0,5.0,5.67,3,AFEE 2221
5.75,5.5,5.75,5.75,5.75,5.75,5.75,4,AFEE 2221
5.43,4.84,5.39,5.27,5.21,5.39,5.11,64,AFEE 2421
4.93,4.45,5.1,4.93,4.9,5.1,4.79,29,AFEE 2421
4.96,4.11,5.04,5.04,4.57,4.96,4.43,28,AFEE 2421
4.9,4.41,5.17,4.83,4.97,5.47,5.0,30,AFEE 2421
5.33,5.33,5.27,5.53,5.53,5.27,5.53,15,AFEE 3106
5.5,5.13,4.25,5.57,5.25,5.38,5.13,8,AFEE 3112
4.75,4.06,4.56,4.5,5.19,5.06,4.38,16,AFEE 3430
5.05,4.5,4.95,4.82,5.14,5.08,4.53,38,AFEE 3430
5.5,5.0,5.4,5.1,5.3,5.2,5.2,10,AFEE 4450W
6.0,6.0,6.0,6.0,5.5,6.0,6.0,6,AFEE 4450W
6.0,5.33,5.67,6.0,5.67,5.33,6.0,3,AFRO 1011
6.0,6.0,6.0,6.0,6.0,6.0,6.0,5,AFRO 1011
5.8,5.8,5.2,5.6,5.8,6.0,5.6,5,AFRO 1011
4.83,4.83,4.5,4.33,5.17,4.5,4.67,6,AFRO 1021
5.2,4.9,5.0,5.0,5.0,4.9,4.9,10,AFRO 1021
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,AFRO 1131
5.9,5.7,5.7,5.5,5.9,5.9,5.8,10,AFRO 1911
6.0,5.86,5.86,5.71,5.43,6.0,6.0,7,AFRO 1911
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,AFRO 3002
5.8,5.8,5.2,5.6,5.8,5.0,5.6,5,AFRO 3002
5.5,5.5,4.5,5.5,5.5,5.5,5.5,2,AFRO 3006
5.5,5.46,5.36,5.43,5.57,5.64,5.64,14,AFRO 3013
6.0,6.0,5.88,6.0,6.0,5.88,6.0,8,AFRO 3013
6.0,6.0,5.86,5.86,5.86,5.86,6.0,7,AFRO 3015
5.29,5.29,5.71,5.71,5.0,5.0,5.14,7,AFRO 3108
6.0,6.0,6.0,6.0,6.0,6.0,6.0,6,AFRO 3108
4.1,4.2,4.33,3.8,3.7,2.4,4.0,10,AFRO 3120
5.38,5.0,5.25,5.25,4.88,4.63,5.13,8,AFRO 3135
5.67,6.0,5.67,5.67,5.67,5.0,5.67,3,AFRO 3135
6.0,6.0,5.0,5.5,6.0,5.0,6.0,2,AFRO 3205
4.5,4.63,4.0,4.88,5.13,5.0,4.57,9,AFRO 3301
5.86,5.57,4.86,5.14,5.29,4.57,5.43,7,AFRO 3301
5.0,6.0,5.0,5.0,6.0,4.0,5.0,1,AFRO 3341
6.0,5.5,5.5,6.0,5.5,5.5,6.0,2,AFRO 3341
6.0,5.67,5.33,5.67,6.0,5.17,5.67,6,AFRO 3426
6.0,6.0,5.43,6.0,6.0,5.43,6.0,7,AFRO 3426
5.68,5.53,5.16,5.26,5.47,5.63,5.68,19,AFRO 3431
6.0,6.0,3.0,6.0,6.0,4.0,6.0,1,AFRO 3432
4.33,4.33,1.5,3.33,4.33,1.33,2.67,3,AFRO 3432
6.0,6.0,5.5,6.0,6.0,6.0,6.0,2,AFRO 3436
5.0,4.11,4.44,4.11,3.89,4.22,3.22,9,AFRO 3578
3.4,4.6,4.4,2.4,4.2,3.4,3.4,5,AFRO 3654
5.0,5.0,3.5,4.5,4.5,3.67,3.75,4,AFRO 3655
5.88,5.79,5.74,5.83,5.92,5.92,5.92,24,AFRO 3745
5.0,4.71,5.33,4.67,5.17,4.83,4.71,7,AFRO 3865
5.5,5.25,5.29,5.13,5.13,3.5,5.25,8,AFRO 3866
6.0,6.0,6.0,6.0,6.0,5.6,6.0,5,AFRO 3866
5.75,5.0,4.25,5.25,5.5,4.33,5.25,4,AFRO 3867
6.0,5.5,5.25,5.5,5.5,5.5,6.0,4,AFRO 3910
6.0,6.0,6.0,6.0,5.8,6.0,6.0,5,AFRO 4105
6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,AFRO 4105
4.63,4.38,3.25,3.86,4.25,3.63,3.88,8,AFRO 4231
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,AFRO 4335
5.4,5.8,5.6,5.4,5.2,6.0,5.6,5,AFRO 4406
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,AFRO 4406
4.75,4.75,4.5,4.5,4.25,4.75,4.5,4,AFRO 5101
6.0,6.0,4.0,6.0,5.0,5.0,6.0,1,AFRO 5406
6.0,6.0,6.0,6.0,6.0,4.0,5.0,1,AFRO 5866
6.0,6.0,5.5,6.0,5.0,5.5,5.5,2,AFRO 8202
5.5,5.5,5.25,4.75,4.0,5.0,5.5,4,AFRO 8202
5.5,4.5,5.5,5.5,5.0,5.0,3.5,2,AFRO 1023W
5.83,5.83,5.0,5.17,5.2,5.0,5.0,6,AFRO 3125W
2.5,2.71,2.17,2.43,2.29,2.29,2.43,7,AFRO 3251W
5.25,4.5,5.25,4.75,5.0,5.5,4.75,4,AFRO 3598W
5.57,5.43,5.29,5.43,5.14,4.71,5.57,7,AFRO 3601W
5.64,5.36,5.27,5.27,5.18,5.45,5.27,11,AFRO 3601W
4.0,3.83,1.8,2.83,4.4,3.17,3.0,6,AFRO 3625W
5.4,5.2,5.4,5.2,5.4,5.4,5.0,5,AFRO 3625W
5.0,3.5,3.0,3.5,1.0,1.0,2.0,2,AFRO 3868W
5.34,5.11,5.28,5.18,5.62,5.67,5.67,89,AGRO 1101
5.63,5.45,5.54,5.54,5.75,5.81,5.81,57,AGRO 1101
5.05,4.73,4.73,4.59,4.86,5.0,4.86,22,AGRO 1103
5.21,5.03,5.25,5.05,5.19,5.15,5.08,86,AGRO 1103
5.7,5.18,5.64,5.36,5.27,5.27,5.2,11,AGRO 1660
4.36,4.23,4.79,4.5,4.79,4.5,4.23,14,AGRO 1660
5.6,5.53,5.43,5.27,5.4,5.27,5.6,15,AGRO 2402
5.13,4.88,4.25,4.0,3.75,3.38,4.38,8,AGRO 2402
5.67,5.56,5.0,5.78,5.33,5.78,5.56,9,AGRO 2501
5.4,5.2,5.2,5.6,5.4,5.4,5.4,5,AGRO 3305
5.14,5.14,5.0,5.0,5.17,4.83,4.86,7,AGRO 3305
6.0,5.67,6.0,6.0,6.0,5.0,5.67,3,AGRO 3660
5.5,5.75,3.5,4.75,4.75,4.25,4.5,4,AGRO 4505
4.6,3.8,1.8,3.2,3.2,4.8,3.6,5,AGRO 4505
4.43,4.43,5.0,4.43,5.29,5.14,4.29,7,AGRO 4605
5.33,5.0,5.83,5.33,4.33,5.5,5.33,6,AGRO 4605
5.5,5.4,5.4,5.3,5.7,4.9,5.2,10,AGRO 4888
5.5,5.33,5.22,5.0,5.33,5.33,5.44,9,AGRO 4888
5.5,5.0,5.33,5.17,5.17,5.33,5.5,6,AGRO 5021
6.0,5.5,6.0,6.0,5.5,5.5,6.0,2,AGRO 5021
2.73,2.73,2.73,2.82,3.41,3.09,2.09,22,AGRO 5121
5.0,5.5,5.17,5.33,5.0,5.5,5.17,6,AGRO 5121
5.2,5.1,5.3,5.4,5.5,5.11,5.33,10,AGRO 5311
5.17,5.5,4.14,5.14,5.43,5.17,5.0,7,AGRO 5311
5.73,5.4,5.2,5.6,5.6,5.87,5.73,15,AGRO 5321
5.21,4.68,5.16,5.32,5.47,5.28,4.68,19,AGRO 5321
5.71,5.41,5.59,5.69,5.12,5.65,5.65,17,AGRO 5431
5.26,5.39,5.39,5.61,5.04,5.35,5.39,23,AGRO 5431
5.0,5.0,5.0,5.0,4.0,4.0,5.0,1,AGRO 5999
5.2,5.8,5.0,5.2,5.2,5.0,5.8,5,AGRO 8202
5.4,5.2,4.8,5.4,4.4,5.2,5.2,5,AGRO 8241
4.67,4.67,5.33,5.0,2.67,4.33,3.67,3,AGRO 8900
4.0,3.8,3.4,3.8,4.0,3.6,3.0,5,AGRO 3203W
5.0,4.4,5.2,5.0,5.0,4.2,4.0,5,AGRO 3203W
5.5,5.59,5.63,5.56,5.69,5.66,5.59,33,AHS 1101
5.81,5.88,5.88,5.81,5.75,6.0,5.94,16,AHS 1101
5.33,5.26,5.5,5.35,5.25,5.56,5.34,32,AHS 1101
5.46,5.46,5.38,5.36,5.5,4.92,5.57,14,AHS 1101
5.38,5.3,5.38,5.33,5.47,5.53,5.33,30,AHS 1102
5.79,5.71,5.57,5.64,5.57,5.79,5.71,14,AHS 1102
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,AHS 1102
5.36,5.23,5.27,5.14,5.36,5.5,5.18,22,AHS 1102
5.72,5.56,5.61,5.61,5.61,5.44,5.56,19,AHS 1102
5.89,5.78,5.78,5.78,5.78,5.89,5.89,9,AHS 1104
5.61,5.51,5.46,5.52,5.77,5.76,5.63,82,AHS 1600
5.47,5.23,5.35,5.4,5.69,5.62,5.47,65,AHS 1600
5.72,5.74,5.54,5.6,5.7,5.65,5.77,57,AHS 1601
5.77,5.73,5.88,5.81,5.88,5.77,5.92,26,AHS 1601
5.44,5.44,5.11,5.22,5.33,5.44,5.33,9,AHS 1602
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,AHS 1602
5.55,5.18,5.45,5.45,5.27,5.45,5.45,11,AHS 1602
5.0,6.0,6.0,6.0,6.0,6.0,6.0,1,AHS 1602
5.75,5.52,5.63,5.56,5.82,5.79,5.74,35,AHS 2400
5.66,5.32,5.61,5.52,5.71,5.65,5.68,31,AHS 2400
5.44,5.08,5.4,5.36,5.6,5.56,5.6,25,AHS 2400
5.61,5.17,5.46,5.32,5.76,5.73,5.76,38,AHS 2400
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,AHS 2707
5.5,5.5,5.0,5.5,5.5,5.5,5.5,2,AHS 3003
5.82,5.89,5.83,5.89,5.89,5.72,5.94,18,AIR 1000
5.89,5.8,5.9,5.9,6.0,5.9,5.9,11,AIR 1000
5.78,5.78,5.78,5.89,5.67,5.89,5.67,9,AIR 1000
5.9,5.9,5.7,5.9,5.9,5.9,5.7,11,AIR 1000
5.67,5.5,5.44,5.67,5.89,5.89,5.56,18,AIR 1104
5.85,5.54,5.15,5.77,5.77,5.92,5.77,13,AIR 1104
5.67,5.22,5.44,5.67,6.0,6.0,5.78,9,AIR 1105
5.5,5.5,6.0,5.5,6.0,6.0,6.0,2,AIR 1105
5.73,5.27,4.93,5.6,5.8,5.4,5.53,15,AIR 1204
5.8,5.6,5.8,5.8,5.8,5.8,5.6,5,AIR 1204
5.67,5.33,5.33,6.0,6.0,6.0,6.0,3,AIR 1205
5.6,5.8,5.0,5.8,6.0,5.6,5.6,5,AIR 1205
5.53,5.4,5.53,5.4,5.47,5.73,5.43,15,AIR 3301
5.88,5.5,5.13,5.5,5.75,5.38,5.38,8,AIR 3301
5.75,5.58,5.58,5.75,5.75,5.75,5.8,12,AIR 3302
5.67,5.67,5.67,5.67,6.0,5.67,5.67,3,AIR 3302
5.4,5.2,5.53,5.31,5.5,5.69,5.53,16,AIR 3401
5.58,5.58,5.33,5.58,5.75,5.58,5.58,12,AIR 3401
5.78,5.78,5.67,5.89,5.89,5.88,5.78,9,AIR 3402
5.57,5.57,5.29,5.57,5.86,5.86,5.67,7,AIR 3402
5.23,5.23,4.62,5.0,5.08,4.83,5.15,13,ALL 1001
5.5,5.11,5.28,5.22,5.67,5.06,5.06,18,ALL 1001
5.73,5.51,5.67,5.75,5.73,5.73,5.82,50,ALL 1201
5.72,5.45,5.64,5.59,5.76,5.72,5.76,29,ALL 1201
4.45,3.97,4.13,3.79,4.85,3.79,4.12,33,ALL 3001
4.52,4.12,4.16,4.09,4.92,4.04,4.13,25,ALL 3001
5.82,5.82,5.06,5.65,5.53,5.65,5.53,17,ALL 3336
5.2,4.8,4.8,5.0,5.2,5.4,4.6,5,ALL 3372
5.83,5.61,5.67,5.67,5.83,5.61,5.67,18,ALL 3377
5.42,5.42,5.08,5.33,5.33,4.92,5.5,12,ALL 3436
5.31,4.85,5.33,5.15,5.08,5.0,4.77,13,ALL 3436
5.58,5.62,5.33,5.46,5.46,4.92,5.38,13,ALL 3437
5.08,4.67,5.25,5.25,5.08,5.42,5.08,12,ALL 3437
5.68,5.36,5.09,5.27,5.27,5.09,5.36,23,ALL 3456
5.33,5.19,5.08,4.81,4.96,4.67,5.11,27,ALL 3456
5.26,5.03,5.37,5.03,4.83,4.49,4.79,35,ALL 3458
5.13,5.0,5.0,4.86,4.93,4.73,5.0,15,ALL 3468
5.38,5.25,5.31,5.06,5.25,5.25,5.25,16,ALL 3536
5.3,5.2,5.35,5.15,5.35,5.55,5.3,20,ALL 3556
5.5,5.51,5.47,5.44,5.61,5.57,5.55,44,ALL 3556
5.44,5.44,5.44,5.0,5.56,5.56,5.22,9,ALL 3576
5.81,5.67,5.38,5.52,5.71,5.48,5.67,21,ALL 3576
5.83,5.83,5.83,5.83,5.83,6.0,6.0,6,ALL 3586
6.0,5.0,6.0,6.0,6.0,4.0,6.0,1,ALL 3636
6.0,6.0,6.0,6.0,5.75,5.5,6.0,4,ALL 3651
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,ALL 3651
5.47,5.44,5.12,5.28,5.78,5.56,5.67,18,ALL 3679
5.73,5.36,5.36,5.36,5.09,5.36,5.36,11,ALL 3832
5.44,5.31,5.38,5.63,5.19,5.31,5.19,16,ALL 3832
5.8,5.6,5.3,5.8,5.3,5.1,5.5,10,ALL 3856
5.67,5.67,5.33,5.67,5.67,5.67,6.0,3,ALL 3900
6.0,5.5,5.5,6.0,6.0,6.0,6.0,2,ALL 3920
6.0,6.0,5.67,6.0,6.0,5.67,6.0,3,ALL 5866
5.43,5.14,5.57,5.29,5.57,5.43,5.71,7,ALL 5920
5.5,5.5,5.0,5.0,4.75,3.25,4.25,4,ALL 8001
6.0,6.0,2.0,5.0,5.0,5.0,5.0,1,ALL 8002
5.5,5.5,6.0,5.5,5.0,6.0,5.5,2,ALL 8002
5.27,5.18,5.09,5.0,5.09,4.64,4.91,11,ALL 3265W
5.79,5.68,5.82,5.82,5.89,5.82,5.86,28,ALL 3265W
5.68,5.53,5.56,5.58,5.74,5.53,5.47,19,ALL 3356W
5.25,5.19,5.38,5.25,5.63,5.19,5.25,16,ALL 3356W
3.2,2.2,2.4,2.6,3.0,3.4,2.0,5,ALL 3433W
5.0,4.6,3.0,4.4,4.4,4.2,4.0,5,ALL 3441W
5.18,5.0,5.33,5.17,5.42,5.33,5.17,12,ALL 3637W
5.25,5.33,5.17,5.08,5.42,5.17,5.5,12,ALL 3637W
5.5,5.5,5.5,5.5,5.5,5.5,5.5,3,ALL 4900W
4.17,4.25,4.17,4.15,4.25,3.15,3.75,13,ALL 4900W
5.5,5.5,5.5,5.5,5.5,5.5,5.5,2,ALL 4900W
4.75,4.75,5.0,4.75,5.25,4.25,5.0,5,ALL 4900W
5.0,4.74,4.78,4.64,4.87,4.91,4.48,23,AMES 1806
5.0,4.67,4.33,4.33,5.0,5.0,4.33,3,AMES 1913
5.0,5.4,4.8,5.2,5.0,4.6,5.6,5,AMES 1914
5.67,5.44,5.25,5.33,5.22,5.33,5.11,9,AMES 3256
5.21,4.62,5.0,5.07,5.0,5.0,4.43,14,AMES 3337
5.75,5.75,5.5,5.63,5.75,5.75,6.0,8,AMES 3351
5.9,5.8,5.67,5.6,5.9,5.8,5.8,10,AMES 3362
5.62,5.62,5.62,5.75,5.81,5.71,5.57,21,AMES 3362
5.0,5.5,4.0,5.5,5.0,5.0,4.5,2,AMES 3420
5.14,4.86,5.57,5.14,5.29,5.57,5.0,7,AMES 3467
5.45,5.27,5.73,5.4,5.64,5.64,5.36,11,AMES 3471
5.6,5.55,5.8,5.45,5.6,5.55,5.65,20,AMES 3520
5.57,5.43,5.14,5.31,5.5,5.14,5.43,14,AMES 3558
5.54,5.15,5.31,5.08,5.31,5.23,5.46,13,AMES 3587
6.0,5.0,,5.0,4.0,5.0,5.0,1,AMES 3671
6.0,6.0,5.8,5.8,6.0,5.8,6.0,5,AMES 3672
5.5,5.0,6.0,6.0,6.0,6.0,6.0,2,AMES 3672
5.62,5.62,5.69,5.54,5.62,5.69,5.69,13,AMES 3756
5.25,5.5,5.0,5.0,5.0,4.25,5.5,4,AMES 3837
5.86,6.0,6.0,6.0,5.71,5.57,6.0,7,AMES 3867
5.75,5.38,5.38,5.13,5.75,5.25,5.38,8,AMES 3877
5.67,6.0,6.0,6.0,6.0,6.0,6.0,3,AMES 5556
5.67,5.67,5.33,5.67,5.67,5.33,5.67,3,AMES 5620
5.33,5.33,5.33,5.33,5.0,5.33,5.33,3,AMES 5720
6.0,6.0,6.0,6.0,6.0,6.0,6.0,4,AMES 5837
6.0,6.0,6.0,6.0,5.25,6.0,6.0,4,AMES 5877
5.0,6.0,5.0,5.0,5.0,5.0,5.0,1,AMES 8920
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,AMES 8920
5.53,5.27,5.57,5.27,5.53,5.93,5.8,15,AMES 3232W
5.27,5.27,4.27,4.73,4.33,4.73,5.0,15,AMIN 1001
5.76,5.76,5.67,5.62,5.9,5.61,5.81,21,AMIN 1001
5.0,4.58,3.47,4.39,4.56,3.06,3.72,19,AMIN 1001
4.83,5.0,3.75,4.25,5.25,3.25,4.42,12,AMIN 1001
5.43,5.57,4.71,5.14,5.0,5.0,5.0,7,AMIN 1002
5.75,5.5,5.5,5.25,5.0,4.0,4.25,4,AMIN 1002
5.52,5.5,5.19,5.5,5.64,5.27,5.45,22,AMIN 1002
5.27,5.09,4.85,4.93,5.3,5.23,5.07,132,AMIN 1003
5.18,4.97,4.71,4.75,5.18,5.01,4.93,77,AMIN 1003
4.29,4.07,4.0,4.0,4.93,4.29,3.62,14,AMIN 1003
4.82,4.54,4.67,4.66,5.17,5.02,4.81,83,AMIN 1003
4.54,4.25,4.2,4.1,4.99,4.06,4.25,69,AMIN 1003
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,AMIN 3141
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,AMIN 3141
5.5,5.42,4.58,5.25,5.17,4.83,5.0,12,AMIN 3301
5.13,4.67,2.67,4.78,4.0,3.67,3.44,9,AMIN 3301
6.0,5.83,5.5,5.83,5.83,5.83,6.0,6,AMIN 3304
5.75,5.5,5.75,5.75,5.5,5.5,5.5,4,AMIN 3304
5.86,5.71,5.29,5.86,5.14,5.14,5.57,7,AMIN 3312
6.0,6.0,5.75,6.0,5.75,5.0,6.0,4,AMIN 3312
5.17,5.0,4.83,4.67,4.8,4.8,4.5,6,AMIN 3402
5.4,5.0,5.4,5.0,5.4,5.2,5.2,5,AMIN 3409
4.5,4.5,5.33,4.5,4.75,5.0,4.25,4,AMIN 3409
5.0,4.5,5.33,5.0,5.17,5.17,4.83,6,AMIN 3409
5.5,5.0,5.25,4.5,5.5,5.0,5.0,4,AMIN 3602
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,AMIN 3604
6.0,6.0,6.0,6.0,5.0,5.0,6.0,1,AMIN 3604
6.0,5.67,5.33,5.67,5.33,5.67,5.67,3,AMIN 3711
6.0,6.0,4.67,4.67,5.33,5.0,5.33,3,AMIN 3871
5.67,5.33,5.0,4.67,5.17,4.67,5.33,6,AMIN 3871
6.0,5.75,5.5,5.75,5.25,5.0,5.25,4,AMIN 3872
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,AMIN 3920
5.83,5.67,5.17,5.17,5.0,4.67,5.5,6,AMIN 3920
5.0,4.0,3.0,2.0,2.0,4.0,4.0,1,AMIN 4231
6.0,6.0,6.0,6.0,5.5,5.5,6.0,2,AMIN 5409
5.5,5.0,4.0,5.0,5.5,5.5,4.5,2,AMIN 5409
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,AMIN 5409
5.75,5.88,5.88,5.88,5.63,5.75,6.0,8,AMIN 5412
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,AMIN 5890
6.0,6.0,5.67,5.67,5.67,5.67,6.0,3,AMIN 5920
6.0,6.0,5.6,6.0,5.8,6.0,6.0,5,AMIN 8301
6.0,5.5,4.25,5.75,5.25,5.0,6.0,4,AMIN 8301
5.5,5.42,4.74,5.06,5.03,4.97,5.42,31,AMIN 3201W
5.54,5.28,5.23,5.33,5.43,5.2,5.3,54,AMIN 3201W
5.33,5.18,4.97,5.26,5.24,4.74,5.08,39,AMIN 3201W
5.69,5.55,5.24,5.48,5.62,5.28,5.45,29,AMIN 3201W
5.33,5.33,5.5,5.0,5.67,5.67,5.33,3,AMIN 4525W
5.0,5.0,5.0,5.0,6.0,5.0,6.0,1,AMIN 4820W
5.08,5.29,5.07,4.93,5.43,4.86,5.36,14,AMST 1012
5.79,5.71,5.57,5.54,5.85,5.69,5.79,14,AMST 1012
5.5,5.5,5.5,5.25,5.75,5.75,5.5,12,AMST 1012
6.0,5.0,5.67,5.0,5.67,6.0,5.67,3,AMST 1012
5.63,5.5,5.5,5.5,5.5,5.88,5.88,8,AMST 1511
5.83,5.5,5.67,5.5,5.67,5.83,5.5,6,AMST 1511
5.2,4.93,4.93,5.0,4.33,4.53,4.4,15,AMST 1511
5.81,5.5,4.56,5.75,5.88,5.75,5.69,16,AMST 1914
5.8,5.6,4.89,5.6,5.5,5.2,5.6,10,AMST 1915
5.53,5.18,5.21,5.37,5.48,5.56,5.52,69,AMST 2011
5.17,4.98,5.03,5.01,5.5,5.12,5.11,98,AMST 2011
5.44,5.11,5.11,5.44,5.33,5.0,5.22,9,AMST 2011
5.08,4.86,4.53,4.9,5.22,5.03,5.05,88,AMST 2011
3.69,3.31,3.83,3.46,3.78,3.71,3.04,50,AMST 2011
5.28,4.92,4.72,4.81,5.06,4.56,4.89,37,AMST 2031
5.38,5.42,5.27,5.42,5.62,5.42,5.62,26,AMST 2031
5.55,5.55,5.17,5.61,5.72,5.68,5.7,47,AMST 2031
4.97,4.45,4.66,4.55,4.79,4.5,4.48,30,AMST 2031
5.0,5.0,2.5,4.0,3.0,4.0,4.0,2,AMST 2031
4.5,4.0,3.0,4.0,4.0,4.0,4.5,2,AMST 2041
5.0,5.0,5.67,5.33,5.67,5.67,4.67,3,AMST 3003
5.67,5.5,5.33,5.21,5.38,5.54,5.71,24,AMST 3112
5.79,5.66,5.69,5.69,5.86,5.79,5.83,29,AMST 3112
