Term,DEEP_UND,STIM_INT,TECH_EFF,ACC_SUP,EFFORT,GRAD_STAND,RECC,RESP,FULL_NAME
Fall 2021,5.54,5.42,5.59,5.58,5.67,5.75,5.79,24,ENGL 3071
Spr 2021,5.78,5.78,5.44,5.22,5.11,5.11,5.56,9,ENGL 3072
Spr 2022,5.72,5.56,5.41,5.61,5.61,5.44,5.33,18,ENGL 3072
Spr 2023,5.42,4.89,5.35,5.0,5.37,5.05,5.0,19,ENGL 3072
Fall 2021,6.0,6.0,6.0,6.0,5.8,5.6,6.0,5,ENGL 3090
Fall 2020,5.25,5.25,5.25,5.38,5.38,5.25,5.25,8,ENGL 3092
Sum 2022,6.0,6.0,5.67,5.33,6.0,6.0,6.0,3,ENGL 3092
Spr 2021,4.67,4.78,3.78,4.38,4.56,3.44,3.78,9,ENGL 3093
Fall 2022,4.4,3.6,3.0,3.6,3.8,3.0,3.4,5,ENGL 3093
Fall 2021,5.78,5.89,5.25,5.78,5.56,5.56,5.78,9,ENGL 3101
Spr 2023,5.77,5.71,5.32,5.62,5.65,5.48,5.76,22,ENGL 3101
Fall 2020,5.0,4.33,5.0,4.67,5.33,5.33,4.33,3,ENGL 3102
Fall 2022,5.29,5.0,4.71,5.0,4.57,5.14,4.71,7,ENGL 3114
Spr 2021,6.0,6.0,4.2,5.4,4.8,5.0,5.4,5,ENGL 3132
Spr 2023,5.75,5.0,4.33,4.75,4.75,5.5,5.25,4,ENGL 3141
Fall 2020,5.78,5.22,5.33,5.56,5.56,5.44,5.11,9,ENGL 3151
Fall 2021,6.0,5.9,5.7,6.0,5.9,5.8,5.9,10,ENGL 3151
Fall 2022,5.29,5.14,4.71,5.43,4.86,5.43,5.14,7,ENGL 3151
Fall 2021,5.5,5.5,5.5,5.5,5.5,5.5,5.5,2,ENGL 3154
Spr 2021,5.6,5.6,5.8,5.6,5.8,5.6,5.8,5,ENGL 3161
Spr 2023,5.44,4.78,5.22,5.11,5.56,4.89,4.44,9,ENGL 3181
Spr 2021,5.0,5.4,5.4,4.8,4.5,5.75,5.0,5,ENGL 3182
Fall 2020,5.83,5.83,5.5,5.67,5.67,5.83,5.83,6,ENGL 3301
Fall 2021,5.6,5.4,5.4,4.8,4.6,4.8,4.8,5,ENGL 3301
Fall 2020,5.8,5.6,5.5,5.4,5.8,5.6,5.8,5,ENGL 3331
Spr 2022,5.25,5.0,5.45,5.17,5.42,5.42,5.33,12,ENGL 3331
Spr 2023,5.63,5.5,5.5,5.13,5.63,5.13,5.63,8,ENGL 3331
Spr 2022,5.73,5.8,5.6,5.73,5.6,5.27,5.73,15,ENGL 3332
Fall 2020,5.5,5.33,5.25,5.67,5.67,5.33,5.83,6,ENGL 3350
Spr 2021,5.36,5.39,5.48,5.48,5.69,5.36,5.45,33,ENGL 3501
Spr 2022,5.73,5.72,5.85,5.72,5.82,5.39,5.76,33,ENGL 3501
Spr 2023,5.64,5.9,5.5,5.64,5.36,5.73,5.73,11,ENGL 3501
Fall 2020,5.33,5.33,5.11,5.11,5.56,5.33,5.22,9,ENGL 3502
Fall 2021,5.2,5.6,5.0,4.8,5.6,4.6,5.4,5,ENGL 3502
Fall 2022,5.42,5.25,5.33,5.25,5.25,5.25,5.75,12,ENGL 3502
Fall 2020,6.0,6.0,5.78,6.0,6.0,5.89,6.0,9,ENGL 3505
Fall 2021,5.81,5.71,5.54,5.88,5.71,5.47,5.76,17,ENGL 3505
Fall 2022,5.85,5.85,5.17,5.85,5.69,5.46,5.85,13,ENGL 3505
Spr 2021,6.0,6.0,5.86,6.0,5.86,6.0,6.0,7,ENGL 3506
Spr 2022,5.93,5.8,5.6,5.73,5.67,5.47,5.87,15,ENGL 3506
Spr 2023,5.91,5.82,5.3,5.73,5.64,5.45,5.82,11,ENGL 3506
Spr 2021,5.15,4.85,5.15,5.0,4.31,5.15,4.69,13,ENGL 3601
Spr 2022,5.77,5.54,5.54,5.62,5.23,5.77,5.46,13,ENGL 3601
Fall 2020,4.71,4.14,4.71,4.71,3.86,5.0,3.86,7,ENGL 3711
Fall 2021,5.86,5.43,5.29,5.71,5.43,5.57,5.57,7,ENGL 3711
Fall 2022,5.67,5.5,5.5,5.67,5.67,5.33,5.67,6,ENGL 3711
Spr 2021,5.8,4.8,4.0,5.2,3.8,4.8,4.0,5,ENGL 3712
Spr 2022,5.5,5.13,5.0,5.13,4.88,4.88,5.0,8,ENGL 3712
Spr 2023,6.0,5.75,5.5,5.75,5.75,5.5,6.0,4,ENGL 3712
Fall 2020,5.64,5.55,5.55,5.55,5.82,5.91,5.82,11,ENGL 3714
Fall 2021,5.78,5.78,5.78,5.56,5.89,5.78,5.78,9,ENGL 3714
Spr 2022,5.73,5.4,5.0,5.53,5.6,5.73,5.6,15,ENGL 3714
Fall 2022,5.89,5.78,5.78,5.67,5.67,5.78,5.78,9,ENGL 3714
Spr 2023,5.78,5.33,5.67,5.67,5.78,5.78,5.67,9,ENGL 3714
Fall 2020,5.89,5.89,5.89,6.0,5.67,5.89,5.89,9,ENGL 3741
Spr 2021,6.0,6.0,5.86,6.0,6.0,5.86,6.0,7,ENGL 3741
Fall 2021,6.0,5.89,5.47,5.78,5.78,5.44,5.94,18,ENGL 3741
Spr 2022,5.67,5.33,5.33,5.5,5.83,5.17,5.56,18,ENGL 3741
Fall 2022,5.79,5.58,5.44,5.74,5.68,5.16,5.63,19,ENGL 3741
Spr 2023,5.8,5.6,5.07,5.73,5.8,5.2,5.8,15,ENGL 3741
Fall 2020,6.0,6.0,,6.0,6.0,6.0,6.0,1,ENGL 3896
Spr 2021,,6.0,6.0,5.5,6.0,5.5,6.0,2,ENGL 3896
Fall 2021,5.67,5.67,5.33,5.67,5.67,6.0,6.0,3,ENGL 3896
Spr 2022,5.5,5.67,5.6,5.5,5.67,5.5,5.67,6,ENGL 3896
Spr 2023,6.0,5.75,5.75,6.0,6.0,6.0,5.75,4,ENGL 3896
Fall 2021,5.2,5.0,4.64,5.27,4.55,4.82,5.36,11,ENGL 3993
Spr 2023,5.67,5.33,4.58,5.17,5.27,5.0,5.25,12,ENGL 4003
Spr 2021,5.6,5.2,5.6,5.6,5.4,4.8,5.8,5,ENGL 4232
Fall 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8,ENGL 4233
Spr 2022,4.75,4.25,4.5,4.5,4.5,5.0,4.5,4,ENGL 4311
Fall 2022,6.0,6.0,5.67,6.0,6.0,6.0,6.0,6,ENGL 4311
Fall 2021,5.88,5.81,5.27,5.63,5.31,5.5,5.63,16,ENGL 4612
Spr 2022,5.88,5.88,5.75,5.5,5.63,5.63,5.75,8,ENGL 4613
Fall 2020,5.67,5.67,5.56,5.56,5.33,4.33,5.67,9,ENGL 4711
Spr 2021,5.0,4.75,4.5,5.0,4.75,4.0,4.88,8,ENGL 4711
Fall 2021,5.32,4.89,5.5,5.05,5.16,3.11,4.74,19,ENGL 4711
Spr 2022,5.82,5.24,5.53,5.47,5.29,4.76,5.63,17,ENGL 4711
Fall 2022,5.87,5.43,5.33,5.6,5.87,5.6,5.73,15,ENGL 4711
Spr 2023,5.0,4.87,4.79,4.87,5.27,5.27,4.93,15,ENGL 4711
Fall 2020,4.81,4.4,4.38,4.75,5.06,4.06,4.5,16,ENGL 4722
Fall 2020,5.6,5.2,5.4,5.8,5.4,5.4,6.0,5,ENGL 5001
Fall 2022,5.25,5.5,4.5,5.5,5.75,5.0,4.67,4,ENGL 5001
Fall 2020,6.0,5.67,5.67,5.67,6.0,6.0,6.0,3,ENGL 5090
Spr 2021,6.0,6.0,6.0,6.0,6.0,5.0,6.0,1,ENGL 5090
Fall 2022,6.0,6.0,5.5,6.0,6.0,6.0,6.0,2,ENGL 5090
Spr 2022,6.0,6.0,5.5,5.75,6.0,5.25,5.75,4,ENGL 5121
Spr 2021,5.8,5.8,5.2,5.6,4.8,4.6,5.6,5,ENGL 5140
Fall 2022,5.8,5.6,5.6,5.8,4.8,5.0,5.6,5,ENGL 5140
Spr 2021,5.38,5.14,5.38,5.0,4.88,4.88,4.75,8,ENGL 5300
Fall 2022,6.0,6.0,5.0,6.0,6.0,4.0,5.0,1,ENGL 5300
Fall 2021,5.67,6.0,6.0,6.0,6.0,6.0,6.0,3,ENGL 5510
Fall 2022,5.71,5.86,5.86,5.57,5.86,5.57,5.86,7,ENGL 5510
Spr 2021,5.0,3.33,5.0,4.67,4.67,5.0,3.33,3,ENGL 5701
Spr 2022,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1,ENGL 5701
Fall 2020,5.63,5.67,5.56,5.56,5.44,5.67,5.78,9,ENGL 5800
Fall 2021,5.75,6.0,6.0,6.0,6.0,5.75,6.0,4,ENGL 5800
Fall 2022,5.5,5.5,5.0,5.5,6.0,6.0,6.0,2,ENGL 5800
Fall 2020,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,ENGL 5992
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,ENGL 5992
Spr 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,ENGL 5992
Fall 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,ENGL 5992
Fall 2020,5.4,5.0,4.6,4.8,5.6,5.4,5.0,5,ENGL 8090
Spr 2023,5.8,5.8,5.5,5.6,5.9,5.8,5.9,10,ENGL 8090
Fall 2020,5.33,5.22,5.22,4.89,5.0,5.22,5.25,9,ENGL 8150
Fall 2021,4.5,4.0,5.5,4.0,4.5,2.5,3.0,2,ENGL 8170
Spr 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,ENGL 8200
Fall 2020,5.86,5.86,5.71,5.86,5.86,5.86,5.86,7,ENGL 8300
Spr 2023,6.0,6.0,,6.0,6.0,6.0,6.0,1,ENGL 8400
Spr 2021,5.83,6.0,5.67,5.83,6.0,5.83,6.0,6,ENGL 8510
Fall 2020,6.0,6.0,4.0,6.0,6.0,5.0,5.0,1,ENGL 8520
Fall 2021,5.5,5.5,6.0,6.0,5.5,6.0,6.0,2,ENGL 8992
Fall 2020,5.38,5.23,5.4,5.4,5.51,5.48,5.48,48,ENGL 1001W
Spr 2021,5.54,5.15,5.44,5.48,5.23,5.45,5.47,206,ENGL 1001W
Sum 2021,5.43,5.43,5.71,5.86,5.57,5.71,5.43,7,ENGL 1001W
Fall 2021,5.44,5.07,5.24,5.25,5.13,5.35,5.37,102,ENGL 1001W
Spr 2022,5.52,5.13,5.28,5.42,5.21,5.22,5.32,244,ENGL 1001W
Sum 2022,5.0,4.75,5.0,5.25,5.25,5.0,4.75,4,ENGL 1001W
Fall 2022,5.63,5.33,5.45,5.6,5.38,5.52,5.65,130,ENGL 1001W
Spr 2023,5.38,4.91,5.22,5.27,5.06,5.17,5.24,248,ENGL 1001W
Sum 2023,5.25,5.13,5.38,5.5,5.5,5.75,5.5,8,ENGL 1001W
Spr 2021,4.7,4.0,4.6,4.7,5.0,4.1,4.4,10,ENGL 1003W
Spr 2022,5.0,4.2,3.9,4.8,5.4,4.1,3.8,10,ENGL 1003W
Spr 2023,4.46,4.25,4.08,4.69,5.08,4.23,4.46,13,ENGL 1003W
Fall 2020,5.29,5.29,5.46,5.33,5.71,5.65,5.38,24,ENGL 1181W
Spr 2021,5.83,5.55,5.55,5.76,5.93,5.69,5.72,29,ENGL 1181W
Fall 2021,5.41,5.27,5.29,5.1,5.57,5.57,5.45,49,ENGL 1181W
Spr 2022,5.12,4.78,5.18,4.94,5.41,5.47,4.81,68,ENGL 1181W
Fall 2022,5.82,5.55,5.36,5.55,5.59,5.68,5.64,22,ENGL 1181W
Spr 2023,5.81,5.44,5.52,5.69,5.72,5.75,5.66,32,ENGL 1181W
Spr 2021,4.92,4.65,5.04,5.0,5.31,5.31,5.08,26,ENGL 1201W
Fall 2020,5.3,4.77,5.22,5.22,5.38,5.37,5.31,86,ENGL 1301W
Spr 2021,5.58,5.16,5.62,5.41,5.54,5.56,5.62,39,ENGL 1301W
Fall 2021,5.32,4.92,5.17,5.29,5.39,5.35,5.34,157,ENGL 1301W
Spr 2022,5.21,5.03,5.13,5.06,5.22,4.78,5.06,66,ENGL 1301W
Sum 2022,3.0,2.5,2.0,2.0,3.0,1.5,3.5,2,ENGL 1301W
Fall 2022,5.32,4.81,5.28,5.15,5.22,5.51,5.18,68,ENGL 1301W
Spr 2023,5.29,4.94,5.29,5.27,5.35,5.46,5.17,90,ENGL 1301W
Sum 2023,5.64,5.36,5.64,5.55,5.27,5.82,5.45,11,ENGL 1301W
Fall 2020,5.31,4.5,5.07,5.06,4.94,4.81,4.44,16,ENGL 1401W
Spr 2021,5.3,5.0,5.32,5.39,5.16,4.98,5.27,44,ENGL 1401W
Fall 2021,5.4,5.2,5.43,5.2,5.51,5.83,5.34,35,ENGL 1401W
Spr 2022,5.5,5.04,5.32,5.36,5.41,5.46,5.32,28,ENGL 1401W
Fall 2022,5.73,5.47,5.4,5.47,5.47,5.73,5.47,15,ENGL 1401W
Spr 2023,5.0,4.18,4.35,5.0,4.94,4.59,4.47,17,ENGL 1401W
Fall 2020,5.54,5.46,5.54,5.6,5.65,5.34,5.63,35,ENGL 1501W
Spr 2021,5.35,4.98,5.42,5.15,5.29,5.44,5.25,48,ENGL 1501W
Fall 2021,5.43,5.23,5.46,5.41,5.49,5.52,5.5,71,ENGL 1501W
Spr 2022,5.59,5.35,5.27,5.38,5.5,5.43,5.58,77,ENGL 1501W
Fall 2022,5.42,5.18,5.3,5.18,5.13,5.18,5.37,38,ENGL 1501W
Spr 2023,5.44,5.27,5.29,5.28,5.51,5.23,5.32,79,ENGL 1501W
Spr 2021,5.38,5.38,5.57,5.63,5.88,5.88,5.75,8,ENGL 1701H
Fall 2021,5.07,4.77,4.17,4.79,5.14,3.43,4.57,14,ENGL 1701H
Spr 2023,5.5,6.0,6.0,6.0,6.0,5.5,6.0,2,ENGL 1922W
Fall 2020,5.7,5.49,5.32,5.62,5.55,5.4,5.53,53,ENGL 3001W
Spr 2021,4.96,4.43,4.65,4.78,5.26,4.57,4.43,23,ENGL 3001W
Fall 2021,4.98,5.02,4.62,4.98,5.18,4.7,4.68,44,ENGL 3001W
Spr 2022,5.76,5.38,5.57,5.62,5.4,5.57,5.57,21,ENGL 3001W
Fall 2022,5.67,5.35,5.48,5.58,5.74,5.67,5.6,57,ENGL 3001W
Spr 2023,5.5,5.21,5.38,5.59,5.38,5.28,5.34,30,ENGL 3001W
Fall 2020,5.16,4.7,4.4,5.0,4.85,5.2,4.85,20,ENGL 3003W
Spr 2021,5.47,4.83,5.06,5.11,5.33,5.28,4.72,18,ENGL 3003W
Sum 2021,5.2,4.6,4.6,4.8,5.2,5.0,4.8,5,ENGL 3003W
Fall 2021,5.3,4.93,5.56,5.19,5.15,5.26,5.0,27,ENGL 3003W
Spr 2022,5.18,4.59,5.0,4.73,5.0,5.23,4.41,22,ENGL 3003W
Fall 2022,5.88,5.59,5.48,5.68,5.59,5.63,5.69,32,ENGL 3003W
Spr 2023,5.53,5.18,5.39,5.29,5.53,5.56,5.32,34,ENGL 3003W
Sum 2023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,ENGL 3003W
Fall 2020,5.45,4.91,5.36,5.36,5.64,5.73,5.55,11,ENGL 3004W
Spr 2021,5.64,5.51,5.49,5.64,5.64,5.2,5.62,61,ENGL 3004W
Fall 2021,6.0,5.75,5.57,5.75,5.75,5.63,5.75,8,ENGL 3004W
Spr 2022,5.25,5.25,5.71,5.38,5.38,5.38,5.5,8,ENGL 3004W
Fall 2022,5.57,5.43,5.33,5.43,4.86,4.71,5.14,7,ENGL 3004W
Spr 2023,5.35,5.0,5.06,5.05,4.55,5.5,4.7,20,ENGL 3004W
Fall 2020,4.85,4.41,5.0,4.67,4.85,4.85,4.59,27,ENGL 3005W
Spr 2021,5.2,4.53,4.87,4.87,4.87,4.73,4.47,15,ENGL 3005W
Sum 2021,5.82,5.45,5.27,5.36,5.45,5.82,5.36,11,ENGL 3005W
Fall 2021,5.69,5.23,5.75,5.58,5.38,5.38,5.13,40,ENGL 3005W
Spr 2022,5.28,4.54,5.13,5.25,5.25,5.33,4.96,25,ENGL 3005W
Fall 2022,5.88,5.81,5.81,5.87,5.88,5.94,5.75,16,ENGL 3005W
Spr 2023,5.56,5.22,5.78,5.48,5.41,5.7,5.3,27,ENGL 3005W
Spr 2022,5.33,4.67,3.2,4.5,4.5,3.17,4.0,6,ENGL 3006V
Spr 2023,5.0,4.56,4.89,4.89,4.67,4.44,4.56,9,ENGL 3006V
Fall 2020,5.36,5.27,5.27,5.32,5.27,5.5,5.36,22,ENGL 3006W
Spr 2021,5.09,4.83,5.17,4.92,5.58,5.42,5.09,12,ENGL 3006W
Sum 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,ENGL 3006W
Fall 2021,5.64,5.21,5.5,5.14,5.29,5.14,5.07,14,ENGL 3006W
Spr 2022,5.12,4.71,5.12,5.16,5.16,4.94,4.69,50,ENGL 3006W
Sum 2022,5.25,5.13,5.25,5.0,5.25,5.25,5.13,8,ENGL 3006W
Fall 2022,5.78,5.66,5.68,5.72,5.73,5.61,5.76,41,ENGL 3006W
Spr 2023,5.82,5.75,5.68,5.79,5.61,5.64,5.64,28,ENGL 3006W
Sum 2023,5.25,5.75,5.25,5.75,5.25,5.75,6.0,4,ENGL 3006W
Spr 2021,5.85,5.69,5.38,5.31,5.77,5.85,5.77,13,ENGL 3007H
Fall 2021,5.56,5.22,5.22,5.67,6.0,5.78,5.44,9,ENGL 3007H
Fall 2022,5.86,5.79,5.64,5.5,5.71,5.86,5.79,14,ENGL 3007H
Fall 2020,5.86,5.86,5.29,5.71,5.86,5.71,5.86,7,ENGL 3027W
Spr 2021,5.27,4.91,5.18,5.09,5.18,5.09,5.27,11,ENGL 3027W
Fall 2021,5.67,5.56,5.56,5.75,6.0,5.33,5.44,9,ENGL 3027W
Spr 2022,5.57,5.43,5.71,5.64,5.86,5.79,5.64,14,ENGL 3027W
Fall 2022,5.67,5.33,5.89,5.78,5.89,5.67,5.33,9,ENGL 3027W
Spr 2023,4.67,4.38,4.78,4.67,4.89,5.11,4.56,9,ENGL 3027W
Fall 2020,3.0,4.0,5.5,5.0,5.0,4.5,3.5,2,ENGL 3222H
Fall 2020,6.0,6.0,5.0,6.0,6.0,6.0,6.0,1,ENGL 3303W
Fall 2021,5.6,5.4,5.0,5.4,5.2,5.4,5.4,5,ENGL 3303W
Fall 2022,5.0,4.7,5.5,5.1,5.5,5.4,4.6,10,ENGL 3303W
Fall 2020,5.5,5.75,5.25,5.5,5.0,5.5,5.25,4,ENGL 3507W
Spr 2021,6.0,5.5,5.5,5.0,6.0,6.0,6.0,2,ENGL 3507W
Fall 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,ENGL 3507W
Spr 2022,5.6,5.8,5.6,5.6,5.4,5.8,6.0,5,ENGL 3507W
Fall 2022,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1,ENGL 3507W
Spr 2023,5.0,4.67,4.0,3.67,3.0,3.33,3.33,3,ENGL 3507W
Spr 2023,6.0,6.0,6.0,6.0,5.5,5.5,5.5,2,ENGL 3592W
Spr 2021,5.75,5.25,5.25,5.5,5.25,5.25,4.75,4,ENGL 3598W
Fall 2021,5.5,5.5,5.75,5.75,5.5,5.5,5.75,4,ENGL 3885V
Spr 2022,5.0,5.0,5.0,4.0,2.0,2.0,5.0,1,ENGL 3885V
Spr 2023,6.0,6.0,4.0,5.0,5.0,5.0,6.0,1,ENGL 3885V
Fall 2021,5.31,5.23,5.38,5.0,5.62,5.15,5.0,13,ENGL 3885W
Spr 2022,5.25,5.33,5.17,5.2,5.45,5.3,5.0,20,ENGL 3885W
Fall 2022,5.67,5.33,5.67,5.5,6.0,5.67,5.83,6,ENGL 3885W
Spr 2023,6.0,5.73,5.55,5.82,5.55,5.18,6.0,11,ENGL 3885W
Fall 2020,5.63,5.24,5.47,5.41,5.53,4.71,5.53,17,ENGL 3960W
Spr 2021,5.39,5.31,5.11,5.28,5.31,4.9,5.14,29,ENGL 3960W
Fall 2020,5.52,5.82,5.44,5.61,5.7,5.64,5.82,33,ENGW 1102
Spr 2021,5.21,5.28,5.38,5.28,5.72,5.69,5.59,29,ENGW 1102
Fall 2021,5.16,5.27,5.33,5.41,5.35,5.57,5.43,37,ENGW 1102
Spr 2022,4.9,5.05,5.05,5.1,5.48,4.7,5.1,21,ENGW 1102
Fall 2022,5.17,5.33,5.42,5.42,5.5,5.0,5.42,12,ENGW 1102
Spr 2023,5.17,5.32,5.24,5.28,5.66,5.14,5.38,29,ENGW 1102
Sum 2023,4.67,4.33,4.33,4.67,5.0,4.67,4.33,3,ENGW 1102
Fall 2020,5.08,4.42,4.25,4.42,4.08,4.75,4.0,12,ENGW 1103
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6,ENGW 1103
Fall 2021,5.13,5.25,5.0,5.13,5.88,5.63,5.0,8,ENGW 1103
Spr 2022,5.89,6.0,5.89,6.0,6.0,5.78,6.0,9,ENGW 1103
Fall 2022,5.57,5.29,5.57,5.36,5.07,5.31,5.14,14,ENGW 1103
Spr 2023,5.33,5.0,5.4,5.5,5.5,5.0,4.83,6,ENGW 1103
Sum 2023,6.0,5.75,5.75,5.75,5.75,5.5,5.75,4,ENGW 1103
Fall 2020,5.33,5.46,5.25,5.38,5.33,5.29,5.42,24,ENGW 1104
Spr 2021,5.43,5.0,5.43,5.57,5.86,5.71,5.43,7,ENGW 1104
Fall 2021,5.47,5.29,4.94,5.53,5.41,5.41,5.29,17,ENGW 1104
Spr 2022,6.0,6.0,5.0,5.5,6.0,6.0,6.0,2,ENGW 1104
Fall 2022,5.25,5.13,5.57,5.63,5.75,5.25,5.38,9,ENGW 1104
Spr 2023,5.5,4.5,4.5,4.75,5.5,4.25,4.75,4,ENGW 1104
Sum 2023,4.8,5.4,4.25,5.0,6.0,6.0,5.0,5,ENGW 1104
Fall 2020,5.4,5.73,5.07,5.47,5.67,5.13,5.67,15,ENGW 3102
Spr 2021,5.58,5.65,5.58,5.62,5.54,5.19,5.73,26,ENGW 3102
Fall 2021,5.53,5.53,5.26,5.37,5.32,5.21,5.42,19,ENGW 3102
Spr 2022,5.47,5.6,5.53,5.4,5.47,5.4,5.73,15,ENGW 3102
Fall 2022,5.44,5.44,5.53,5.44,5.44,5.19,5.56,16,ENGW 3102
Spr 2023,4.89,5.11,4.89,4.89,5.67,5.0,5.11,9,ENGW 3102
Fall 2020,4.43,4.57,5.14,4.43,5.57,5.57,4.86,7,ENGW 3104
Spr 2021,4.86,5.29,5.0,4.57,5.57,5.43,5.57,7,ENGW 3104
Fall 2021,5.57,5.71,5.29,5.71,5.71,5.0,5.71,7,ENGW 3104
Spr 2022,3.86,3.71,3.17,3.86,5.43,4.71,3.71,7,ENGW 3104
Fall 2022,5.4,6.0,5.0,6.0,6.0,5.2,6.0,5,ENGW 3104
Spr 2023,5.67,5.89,5.11,5.67,5.89,5.44,5.89,9,ENGW 3104
Fall 2020,5.6,5.8,5.6,5.4,6.0,5.6,5.75,5,ENGW 3106
Spr 2021,4.5,4.67,4.67,4.5,4.83,5.0,4.33,6,ENGW 3106
Fall 2021,5.67,5.86,5.43,5.71,5.71,5.86,5.86,7,ENGW 3106
Spr 2022,5.89,5.89,5.78,5.78,5.89,5.78,5.89,9,ENGW 3106
Fall 2022,5.8,6.0,5.8,6.0,6.0,6.0,6.0,5,ENGW 3106
Spr 2023,5.86,5.86,5.86,6.0,6.0,6.0,5.86,7,ENGW 3106
Fall 2020,5.17,5.0,5.8,5.33,5.67,5.67,5.5,6,ENGW 3110
Spr 2021,5.0,5.25,4.75,5.25,5.25,5.75,5.5,4,ENGW 3110
Fall 2021,5.69,5.81,5.6,5.88,5.75,5.69,5.81,16,ENGW 3110
Spr 2022,5.61,5.39,4.95,5.52,5.61,5.3,5.5,23,ENGW 3110
Fall 2022,5.76,5.82,4.88,5.76,5.76,5.71,5.82,17,ENGW 3110
Spr 2023,5.68,5.8,5.67,5.79,5.72,5.76,5.84,25,ENGW 3110
Fall 2020,5.79,5.64,5.64,5.71,5.57,5.43,5.71,14,ENGW 4205
Spr 2021,5.92,5.88,5.48,5.56,5.71,5.13,5.84,25,ENGW 4205
Fall 2021,5.88,5.67,5.5,5.67,5.44,5.11,5.67,9,ENGW 4205
Spr 2022,6.0,5.67,5.89,5.56,5.67,5.56,5.78,9,ENGW 4205
Fall 2022,5.71,5.67,5.55,5.39,5.61,5.35,5.74,31,ENGW 4205
Spr 2023,5.89,5.5,5.61,5.56,5.67,5.39,5.56,18,ENGW 4205
Fall 2020,5.67,5.17,5.67,5.67,4.67,6.0,5.83,6,ENGW 5102
Fall 2021,5.75,5.75,5.5,5.75,5.75,5.75,5.75,4,ENGW 5102
Fall 2022,6.0,6.0,5.5,6.0,6.0,6.0,6.0,4,ENGW 5102
Fall 2020,6.0,6.0,5.75,5.75,5.75,5.5,6.0,4,ENGW 5104
Fall 2021,5.0,5.0,5.67,5.0,5.33,5.0,5.67,3,ENGW 5104
Fall 2022,5.71,5.86,6.0,5.71,5.86,5.86,5.86,7,ENGW 5104
Fall 2020,5.0,5.43,5.57,5.57,5.57,5.57,5.71,7,ENGW 5106
Fall 2021,5.67,5.67,5.67,6.0,6.0,5.67,6.0,3,ENGW 5106
Fall 2022,6.0,6.0,5.5,6.0,6.0,5.5,6.0,2,ENGW 5106
Spr 2021,5.75,5.75,5.75,5.75,5.25,5.75,5.75,4,ENGW 5130
Fall 2020,5.75,6.0,5.75,6.0,5.5,5.25,5.75,4,ENGW 5310
Fall 2022,5.0,5.0,5.5,5.5,6.0,5.0,5.5,2,ENGW 5310
Spr 2021,6.0,6.0,5.67,5.67,5.33,4.67,5.33,3,ENGW 5701
Spr 2023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,ENGW 5701
Fall 2020,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,ENGW 5993
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,ENGW 5993
Fall 2021,6.0,5.0,5.0,6.0,5.0,4.0,5.0,1,ENGW 5993
Spr 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,ENGW 5993
Fall 2020,6.0,6.0,5.71,5.71,5.57,5.43,6.0,7,ENGW 8101
Fall 2021,4.5,5.0,5.0,4.5,5.5,4.5,5.0,2,ENGW 8101
Fall 2022,5.4,5.6,4.33,5.6,5.6,5.8,5.4,5,ENGW 8101
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,ENGW 8110
Spr 2022,5.33,5.67,5.33,5.33,5.0,5.83,5.17,6,ENGW 8110
Spr 2023,6.0,6.0,5.67,5.8,6.0,5.8,6.0,5,ENGW 8110
Spr 2021,5.71,6.0,5.86,5.86,5.71,6.0,6.0,7,ENGW 8120
Spr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,ENGW 8120
Spr 2023,4.8,5.2,5.25,4.6,4.2,3.4,4.6,5,ENGW 8120
Spr 2021,5.2,5.2,4.2,4.6,5.4,4.6,4.6,5,ENGW 8130
Spr 2022,5.67,5.83,5.8,5.67,5.17,5.17,5.5,6,ENGW 8130
Spr 2023,6.0,5.8,5.5,5.8,6.0,6.0,5.8,5,ENGW 8130
Fall 2020,5.29,5.29,5.5,5.38,5.75,5.57,5.25,8,ENGW 8170
Spr 2021,5.86,5.57,5.71,5.43,5.29,5.57,5.71,7,ENGW 8170
Fall 2022,6.0,5.5,5.5,6.0,6.0,5.5,6.0,2,ENGW 8170
Spr 2023,5.67,5.67,6.0,6.0,6.0,6.0,6.0,3,ENGW 8170
Fall 2020,5.14,5.38,5.5,5.13,5.5,5.88,5.25,8,ENGW 8180
